p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
6.816110920288285e-6,-1.6362572290564397,0.046,0.107,0.1483731025128354,5,Meis2,-0.7034376872579087
7.115590703487589e-6,0.45087764197502844,0.321,0.235,0.15489217843351785,5,Slc35f4,0.6158796726552517
7.161632198776267e-6,-0.47267815885002107,0.315,0.41,0.15589440970296178,5,Rpl13a,-0.36315517082379667
7.201924559317716e-6,0.5425786623660109,0.269,0.19,0.15677149380722805,5,Samd4,0.7681771588234577
7.995099655269533e-6,0.623731227268506,0.163,0.101,0.17403732929590718,5,Gm12296,1.0066157430174898
8.001949339108296e-6,-0.47157579681727846,0.349,0.442,0.17418643321370939,5,Uchl1,-0.3723528350435072
8.210970233887958e-6,0.8191582045773518,0.119,0.068,0.17873640005127306,5,9330175M20Rik,1.4335268580103655
8.59278762958994e-6,-0.9907448883975223,0.111,0.186,0.18704780112091382,5,Tox,-0.5912509817856182
8.837941937126781e-6,0.39827006070657167,0.438,0.349,0.19238432008737577,5,Upp2,0.4998346320615427
8.901970813307992e-6,-0.9817135346545331,0.167,0.245,0.19377810066408838,5,Prkca,-0.6691680011726818
8.95966414544197e-6,-0.5971255297745095,0.234,0.322,0.19503396911798082,5,Selenow,-0.4339359439976249
9.291335845802018e-6,0.44379755897777795,0.372,0.286,0.20225379869141832,5,Lrrc4,0.5772471746144525
9.452210216971914e-6,0.26185672282692163,0.668,0.552,0.20575571200304463,5,Fgfr2,0.3168845848702602
1.035594773746164e-5,0.8549755921332411,0.107,0.059,0.22542827034906499,5,Lhx6,1.5505489552246916
1.0370019627793223e-5,0.7170928409172288,0.157,0.098,0.22573458725780288,5,Trpc7,1.148812000244948
1.2214403018932499e-5,0.36077803768653416,0.401,0.307,0.26588312491612265,5,Exoc6b,0.4712442772387629
1.249029722637314e-5,-0.6096835801813458,0.209,0.295,0.2718887900236905,5,Canx,-0.4319453161284789
1.277907367144132e-5,0.5171750463124263,0.263,0.186,0.27817487567993465,5,Catspere2,0.731274393441764
1.3148479885588771e-5,-0.4133865398419536,0.434,0.515,0.2862161101494964,5,Rpl9,-0.34836846270176286
1.3258444131506566e-5,0.7921923210984598,0.125,0.073,0.2886098118546349,5,E230029C05Rik,1.3564937005110616
1.3952511037766181e-5,0.30509925453901354,0.474,0.373,0.30371826027009424,5,Gm20275,0.38771326180024773
1.5037299585118444e-5,-0.597976928466017,0.211,0.296,0.3273319373688583,5,Rpl36al,-0.426260580764627
1.5151514025094192e-5,0.40597470788761436,0.403,0.318,0.32981815729825037,5,Sorcs1,0.5144899599959389
1.5503108300422918e-5,0.4198651866581913,0.349,0.264,0.3374716614836061,5,Grb10,0.5550490535746543
1.5734629071741532e-5,0.5766979912929635,0.184,0.12,0.34251140563366966,5,Gm13187,0.8842702533158774
1.5993027580231238e-5,0.8713512284657949,0.104,0.058,0.34813622436647357,5,Mei4,1.5624228924214252
1.612124088079438e-5,-0.86206391622768,0.132,0.209,0.3509271714931321,5,Col25a1,-0.5444614207753768
1.6160644182628302e-5,0.959563157944006,0.1,0.055,0.3517849025674529,5,Foxg1,1.7446602871709203
1.6322680904975643e-5,0.7429361914056027,0.125,0.073,0.3553121179395098,5,Tpk1,1.2721510126808266
1.6872444755036704e-5,-0.34161624519744127,0.656,0.693,0.367279377427639,5,Chchd2,-0.3233769940108535
1.7270408441892442e-5,-0.8625241794445011,0.157,0.233,0.3759422509631147,5,Arpp21,-0.581185820484063
1.7270613492899327e-5,-0.7139205647939861,0.104,0.177,0.37594671451343253,5,Atp1a2,-0.4194787499354495
1.7513611836469787e-5,-1.0251084055865896,0.067,0.132,0.3812363024562743,5,Gfra1,-0.5203201755628901
1.7746312784554072e-5,0.2789710905126491,0.486,0.386,0.38630173669417306,5,Ptprg,0.35124339375426805
